id,left,top,right,bottom,row_index,col_index,cel_area,id_2,left_2,top_2,right_2,bottom_2,row_index_,col_index_,cel_area_2,inter_area,fid,FCODE,Shape_Leng,Category,Shape_Le_1,Shape_Area,poly_area,Conflict_R_N,NDVI_N,Water_Proximity_N,Slope_N,Land_Recovery_N,NDVI_N,Water_N,Slope_N,Land_N,Conflict_R_N,HSI,Habitat_Quality,Elephant_Suitable,Leopard_Suitable,Wild Boar_Suitable,Biodiversity_Potential,HSI_WSM,NDVI,Water_Proximity,Slope,Land_Recovery,Conflict_R,Conflict_Species,Conflict_Type,Year,Village
566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,769498.806,167.0,25252.0,1396.7925227,Grass,1396.7925227,70638.995374,70535.026,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2022,Village_A
566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,769498.806,339.0,25332.0,5745.8296235,Sand,5745.8296235,423290.94403,418626.728,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Rhino,Livestock Killing,2021,Village_C
566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,566,9034024.1686,3312610.8493,9035024.1686,3311610.8493,25,9,769498.806,769498.806,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Livestock Killing,2020,Village_A
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,86.0,25332.0,301.3698558,Sand,301.3698558,4771.4603153,4764.519,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2020,Village_A
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Livestock Killing,2020,Village_B
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,175.0,25262.0,2168.170152,Bush,2168.170152,247025.28524,246667.514,0.5,1.0,0.4,1.0,0.875,1.0,0.4,1.0,0.875,0.5,0.7375,High,False,True,True,2,0.7375,0.8,0.4,0.6,0.7,2,Tiger,Livestock Killing,2018,Village_A
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,199.0,25332.0,12696.272102,Sand,12696.272102,692668.4490500002,677488.137,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Tiger,Crop Raiding,2020,Village_B
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,199.0,25332.0,12696.272102,Sand,12696.272102,692668.4490500002,677488.137,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Tiger,Crop Raiding,2020,Village_B
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,336.0,25332.0,12185.393884,Sand,12185.393884,636342.57373,635419.88,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2022,Village_A
623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,623,9035024.1686,3315610.8493,9036024.1686,3314610.8493,22,10,769156.927,769156.927,519.0,25262.0,3266.2075848,Bush,3266.2075848,302093.5045,301635.711,0.5,1.0,0.4,1.0,0.875,1.0,0.4,1.0,0.875,0.5,0.7375,High,False,True,True,2,0.7375,0.8,0.4,0.6,0.7,2,Elephant,Property Damage,2020,Village_D
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,86.0,25332.0,301.3698558,Sand,301.3698558,4771.4603153,4764.519,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Human Attack,2023,Village_D
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,89.0,25332.0,5955.9964491,Sand,5955.9964491,279859.66532,5.457,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2023,Village_A
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Human Attack,2020,Village_C
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Tiger,Crop Raiding,2023,Village_A
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,177.0,25332.0,879.24792724,Sand,879.24792724,11438.063389,11421.355,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2022,Village_C
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,336.0,25332.0,12185.393884,Sand,12185.393884,636342.57373,635419.88,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Livestock Killing,2018,Village_D
624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,624,9035024.1686,3314610.8493,9036024.1686,3313610.8493,23,10,769270.899,769270.899,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2023,Village_C
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,84.0,25332.0,2404.3298331,Sand,2404.3298331,69795.802444,69054.23,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Leopard,Livestock Killing,2023,Village_A
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,85.0,25332.0,3359.7917448,Sand,3359.7917448,100903.36284,14293.887,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Leopard,Livestock Killing,2021,Village_C
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Human Attack,2022,Village_B
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,155.0,25332.0,1003.4864045,Sand,1003.4864045,36464.428398,924.951,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Wild Boar,Crop Raiding,2023,Village_B
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,177.0,25332.0,879.24792724,Sand,879.24792724,11438.063389,11421.355,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Livestock Killing,2018,Village_A
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,336.0,25332.0,12185.393884,Sand,12185.393884,636342.57373,635419.88,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Property Damage,2021,Village_A
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,336.0,25332.0,12185.393884,Sand,12185.393884,636342.57373,635419.88,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2020,Village_A
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2022,Village_D
625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,625,9035024.1686,3313610.8493,9036024.1686,3312610.8493,24,10,769384.858,769384.858,521.0,25262.0,2605.0160933,Bush,2605.0160933,233839.92256,233498.93,0.5,1.0,0.4,1.0,0.875,1.0,0.4,1.0,0.875,0.5,0.7375,High,False,True,True,2,0.7375,0.8,0.4,0.6,0.7,2,Elephant,Crop Raiding,2023,Village_D
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,84.0,25332.0,2404.3298331,Sand,2404.3298331,69795.802444,69054.23,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Livestock Killing,2020,Village_D
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Livestock Killing,2022,Village_B
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Crop Raiding,2021,Village_C
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,168.0,25252.0,842.59011593,Grass,842.59011593,29472.904372,27849.809,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Leopard,Livestock Killing,2023,Village_B
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,203.0,25222.0,168.31527703,Orchard,168.31527703,1437.050171,1434.963,0.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.0,0.7,High,True,True,True,3,0.5,0.6,0.5,0.3,0.6,0,Elephant,Crop Raiding,2018,Village_C
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,210.0,25222.0,250.91488041,Orchard,250.91488041,3277.1133601,3272.337,0.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.0,0.7,High,True,True,True,3,0.5,0.6,0.5,0.3,0.6,0,Elephant,Livestock Killing,2022,Village_C
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,214.0,25222.0,195.30367096,Orchard,195.30367096,2684.8090249,2680.91,0.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.0,0.7,High,True,True,True,3,0.5,0.6,0.5,0.3,0.6,0,Elephant,Crop Raiding,2018,Village_A
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,336.0,25332.0,12185.393884,Sand,12185.393884,636342.57373,635419.88,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Tiger,Crop Raiding,2020,Village_A
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,339.0,25332.0,5745.8296235,Sand,5745.8296235,423290.94403,418626.728,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2020,Village_D
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2021,Village_A
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Human Attack,2021,Village_B
626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,626,9035024.1686,3312610.8493,9036024.1686,3311610.8493,25,10,769498.806,769498.806,521.0,25262.0,2605.0160933,Bush,2605.0160933,233839.92256,233498.93,0.5,1.0,0.4,1.0,0.875,1.0,0.4,1.0,0.875,0.5,0.7375,High,False,True,True,2,0.7375,0.8,0.4,0.6,0.7,2,Elephant,Crop Raiding,2019,Village_B
627,9035024.1686,3311610.8493,9036024.1686,3310610.8493,26,10,769612.741,627,9035024.1686,3311610.8493,9036024.1686,3310610.8493,26,10,769612.741,769612.741,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2019,Village_B
628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,769726.664,348.0,30131.0,40530.333489,Waterbody,40530.333486,646794.05972,135832.291,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Crop Raiding,2021,Village_A
628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,769726.664,348.0,30131.0,40530.333489,Waterbody,40530.333486,646794.05972,135832.291,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Rhino,Crop Raiding,2023,Village_A
628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,769726.664,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Wild Boar,Livestock Killing,2020,Village_C
628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,628,9035024.1686,3310610.8493,9036024.1686,3309610.8493,27,10,769726.664,769726.664,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Livestock Killing,2018,Village_C
629,9035024.1686,3309610.8493,9036024.1686,3308610.8493,28,10,769840.574,629,9035024.1686,3309610.8493,9036024.1686,3308610.8493,28,10,769840.574,769840.574,348.0,30131.0,40530.333489,Waterbody,40530.333486,646794.05972,135832.291,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Tiger,Crop Raiding,2021,Village_A
629,9035024.1686,3309610.8493,9036024.1686,3308610.8493,28,10,769840.574,629,9035024.1686,3309610.8493,9036024.1686,3308610.8493,28,10,769840.574,769840.574,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2023,Village_B
633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,770296.093,153.0,30131.0,975851.98938,Waterbody,975851.98953,31504502.227,2514726.098,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Tiger,Crop Raiding,2018,Village_A
633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,770296.093,179.0,25102.0,18688.352405,Cultivation,18688.352405,6822514.9367,6768603.623,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Tiger,Property Damage,2019,Village_D
633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,770296.093,350.0,25102.0,174309.8283,Cultivation,174309.82831,81322094.94699998,49067576.64,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Property Damage,2018,Village_D
633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,633,9035024.1686,3305610.8493,9036024.1686,3304610.8493,32,10,770296.093,770296.093,773.0,25102.0,29928.594499,Cultivation,29928.594515,19290925.731,6482463.507,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Human Attack,2021,Village_B
